teamId,teamName,conference,powerRating,hca,hca_note,adjO,adjD,tempo,barthag,torvikRank,torvikOeRank,torvikDeRank,wins,losses
team-alabama,Alabama,SEC,19.189,4.0,from True HF Edge chart (2022-25),129.54145545247673,103.32920029385227,73.20784405749485,0.9308571253752798,20,3,67,20,7
team-iowa,Iowa,B10,13.806,2.4912280701754392,from True HF Edge chart (2022-25),122.62181593426209,100.71916765791835,63.03359265526076,0.9057524751239305,23,29,36,19,8
team-st-johns,St. John's,BE,17.164,2.105263157894737,from True HF Edge chart (2022-25),120.57722430282989,96.03561013954669,69.93788988347856,0.9319521630321553,19,42,17,22,5
team-clemson,Clemson,ACC,12.154,2.6666666666666674,from True HF Edge chart (2022-25),115.78277592271087,96.77684660519894,63.94913514361008,0.8871587943491337,36,79,19,20,8
team-saint-louis,Saint Louis,A10,14.876,1.5438596491228074,from True HF Edge chart (2022-25),120.77314373285287,99.99118068377004,71.57998158247437,0.8976670432933368,27,41,30,25,3
team-indiana,Indiana,B10,13.698,1.6842105263157898,from True HF Edge chart (2022-25),123.2605678905756,102.5567977198235,66.1637752053232,0.8923202463991402,31,24,56,17,11
team-arkansas,Arkansas,SEC,18.198,1.929824561403509,from True HF Edge chart (2022-25),128.63520389817347,102.79901320082394,70.43414891245672,0.9294554748064139,21,5,60,20,7
team-north-carolina,North Carolina,ACC,14.71,2.0,default HCA=2.0 (no True HF Edge in chart),122.54549407390431,100.75025886269168,67.49119495810184,0.9048342842315652,25,30,38,22,6
team-texas-aandm,Texas A&M,SEC,14.495,2.596491228070176,from True HF Edge chart (2022-25),122.13436035104758,101.68566271390308,70.88376172701241,0.8916017400803257,32,32,45,19,8
team-n-c-state,N.C. State,ACC,14.734,2.0000000000000004,from True HF Edge chart (2022-25),122.73008927012869,101.39901936190199,69.07406298283549,0.8998561685156317,26,27,42,19,9
team-utah-st,Utah St.,MWC,15.137,2.4912280701754392,from True HF Edge chart (2022-25),124.50975759122474,102.13290722382789,67.64632395723108,0.9070600242902757,22,18,47,23,4
team-auburn,Auburn,SEC,12.862,2.736842105263158,from True HF Edge chart (2022-25),125.52989898386478,106.37028887673738,67.13328354982946,0.8704116324785559,40,12,109,15,13
team-byu,BYU,B12,14.573,3.192982456140352,from True HF Edge chart (2022-25),125.06483419139064,104.1787266419436,69.77393585637452,0.8910323570925291,33,16,75,20,8
team-villanova,Villanova,BE,13.145,2.105263157894737,from True HF Edge chart (2022-25),121.36221000819648,100.81300555153331,63.97010585943086,0.8941064038206936,30,35,39,21,6
team-saint-marys,Saint Mary's,WCC,13.296,2.0,default HCA=2.0 (no True HF Edge in chart),119.2247208870335,98.90226954154474,65.42549082263966,0.895584296948508,29,53,28,25,4
team-smu,SMU,ACC,14.545,1.929824561403509,from True HF Edge chart (2022-25),126.74536219537613,105.65376089074647,68.95908816663436,0.8902352360321173,34,9,101,19,8
team-santa-clara,Santa Clara,WCC,14.844,1.9649122807017545,from True HF Edge chart (2022-25),123.57990887803986,102.35036115801687,69.9192704963657,0.8973011509947373,28,23,54,23,6
team-wisconsin,Wisconsin,B10,15.419,2.0701754385964914,from True HF Edge chart (2022-25),125.29142539222342,102.95825566608028,69.04083710200202,0.9053097631032062,24,14,62,19,8
team-san-diego-st,San Diego St.,MWC,11.365,1.7543859649122808,from True HF Edge chart (2022-25),111.78241718898201,95.22186576717576,68.62823438185313,0.8634168277177088,44,129,11,18,8
team-ucla,UCLA,B10,12.188,2.1403508771929824,from True HF Edge chart (2022-25),121.18298060212223,102.38944824612075,64.85037973792443,0.8741274975698147,39,38,55,19,9
team-ohio-st,Ohio St.,B10,13.628,2.1754385964912286,from True HF Edge chart (2022-25),123.62235204324782,103.1017509035442,66.40912965829726,0.8896746852296342,35,22,64,17,10
team-kentucky,Kentucky,SEC,12.567,1.9649122807017545,from True HF Edge chart (2022-25),119.26845119094799,100.74907201262488,67.85604738148271,0.8744130297957842,38,52,37,18,10
team-georgia,Georgia,SEC,13.377,2.0701754385964914,from True HF Edge chart (2022-25),122.97800053628234,104.47651606381933,72.30328290856983,0.8670353411193599,42,25,80,19,8
team-texas,Texas,SEC,12.676,2.631578947368421,from True HF Edge chart (2022-25),126.84193220047841,107.8073734409978,66.59520295065467,0.8664408874536446,43,7,144,17,10
team-washington,Washington,B10,10.66,1.4035087719298247,from True HF Edge chart (2022-25),117.32803794899309,101.31862276786248,66.58386179859903,0.8438411503793358,46,63,41,14,14
team-new-mexico,New Mexico,MWC,11.084,2.210526315789474,from True HF Edge chart (2022-25),116.35092646509736,100.432170494211,69.6256287357207,0.8444837337865154,45,72,32,21,7
team-miami-fl,Miami FL,ACC,12.402,2.0,default HCA=2.0 (no True HF Edge in chart),120.35944388758378,102.18096160768557,68.22290186817646,0.8679528629929831,41,44,52,22,6
team-cincinnati,Cincinnati,B12,11.959,2.596491228070176,from True HF Edge chart (2022-25),112.48607453615617,94.8099337982714,67.6551067437995,0.8771792381633626,37,112,10,15,13
team-usc,USC,B10,8.804,1.6842105263157898,from True HF Edge chart (2022-25),113.20712802185864,100.71402616466494,70.47095629652748,0.793268620744512,57,108,35,18,10
team-baylor,Baylor,B12,9.97,3.0526315789473686,from True HF Edge chart (2022-25),121.26566399514735,106.55128189158913,67.75584904283656,0.8157191518531489,50,36,113,14,14
team-missouri,Missouri,SEC,10.759,1.5789473684210529,from True HF Edge chart (2022-25),120.51516989106852,104.2737342514688,66.24154974017173,0.8408673182029834,47,43,77,19,9
team-grand-canyon,Grand Canyon,MWC,8.573,1.9649122807017545,from True HF Edge chart (2022-25),110.5369377633165,97.87550328412007,67.71008552963555,0.8020274804949399,54,151,21,17,10
team-ucf,UCF,B12,11.282,2.8070175438596494,from True HF Edge chart (2022-25),122.20147720946534,105.83238469419288,68.9223985591585,0.8394130751427312,48,31,104,20,7
team-boise-st,Boise St.,MWC,8.334,3.403508771929825,from True HF Edge chart (2022-25),117.56066197913617,104.84355038612635,65.53358794027255,0.7886121687644876,59,60,89,17,11
team-nevada,Nevada,MWC,7.71,2.596491228070176,from True HF Edge chart (2022-25),116.46778703181533,104.66585236472,65.32734917463266,0.7735876053650551,67,70,87,19,9
team-minnesota,Minnesota,B10,9.096,1.7894736842105263,from True HF Edge chart (2022-25),115.7320414006853,101.21183059664847,62.64618476862765,0.8237134031381791,49,80,40,13,15
team-tulsa,Tulsa,Amer,8.392,1.7543859649122808,from True HF Edge chart (2022-25),121.9967253586735,109.6388729602061,67.91078845909685,0.7735078317467592,68,34,180,22,6
team-west-virginia,West Virginia,B12,6.813,2.0,default HCA=2.0 (no True HF Edge in chart),109.70411712255718,98.7683874478794,62.30014205069969,0.7698752706297126,70,162,27,16,12
team-lsu,LSU,SEC,8.224,1.0877192982456143,from True HF Edge chart (2022-25),119.32361738927477,106.90828256984679,66.23857597673346,0.7796248952522041,61,51,124,14,13
team-vcu,VCU,A10,9.978,2.0,default HCA=2.0 (no True HF Edge in chart),119.64104380056946,105.23632170066612,69.27081226954658,0.813862490680626,51,48,94,21,7
team-seton-hall,Seton Hall,BE,7.117,2.105263157894737,from True HF Edge chart (2022-25),106.5581754230824,95.65597233833142,65.28041982327308,0.7757778553613269,63,229,14,19,9
team-tcu,TCU,B12,8.633,2.1754385964912286,from True HF Edge chart (2022-25),113.45175868580702,100.6785222141667,67.58713229389136,0.7979643958679747,55,102,34,18,10
team-oklahoma,Oklahoma,SEC,9.742,1.6140350877192984,from True HF Edge chart (2022-25),123.78870059309926,109.06077625780281,66.14682880656824,0.8110295659722693,53,21,170,14,14
team-virginia-tech,Virginia Tech,ACC,9.296,2.3508771929824563,from True HF Edge chart (2022-25),116.90248885607167,102.98745655884025,66.80833300401856,0.8111391362222421,52,65,63,18,10
team-syracuse,Syracuse,ACC,7.823,1.5789473684210529,from True HF Edge chart (2022-25),116.195716139233,104.62154835100003,67.58765251812508,0.7697063878936469,71,75,84,15,13
team-providence,Providence,BE,8.965,2.210526315789474,from True HF Edge chart (2022-25),122.91842243005334,110.3778211170641,71.48400112721015,0.7751345455636273,64,26,196,12,15
team-akron,Akron,MAC,8.134,2.736842105263158,from True HF Edge chart (2022-25),118.8004135823599,107.30838393702675,70.77597220678103,0.7631428866462243,74,55,133,23,5
team-california,California,ACC,8.606,1.508771929824562,from True HF Edge chart (2022-25),116.03720424157558,103.24500317818169,67.27219615043974,0.7930270710614942,58,77,66,19,8
team-stanford,Stanford,ACC,7.368,2.631578947368421,from True HF Edge chart (2022-25),114.16117904203712,103.22896115843841,67.39380825132477,0.7608984127729029,75,94,65,16,11
team-south-florida,South Florida,Amer,9.344,2.0,default HCA=2.0 (no True HF Edge in chart),118.297611422562,105.16856618296404,71.1738417338446,0.794595167210113,56,58,93,19,8
team-arizona-st,Arizona St.,B12,8.187,2.105263157894737,from True HF Edge chart (2022-25),117.19924285019849,105.34855315172258,69.08669979991467,0.7731022110697648,69,64,96,14,14
team-northwestern,Northwestern,B10,8.129,2.315789473684211,from True HF Edge chart (2022-25),116.61140107666357,104.23212370029009,65.66410846613087,0.7842498778570309,60,68,76,12,16
team-oklahoma-st,Oklahoma St.,B12,6.824,1.508771929824562,from True HF Edge chart (2022-25),115.99426781706347,106.511131036791,71.95654418230336,0.7272767823736004,85,78,112,17,11
team-wake-forest,Wake Forest,ACC,8.263,2.5614035087719302,from True HF Edge chart (2022-25),117.49511162215919,105.40583691374002,68.35043433813436,0.7770669894189738,62,61,97,14,13
team-belmont,Belmont,MVC,8.399,2.3508771929824563,from True HF Edge chart (2022-25),120.2210982821336,108.03346166412152,68.91140372596767,0.7736877216823596,66,45,151,25,4
team-stephen-f-austin,Stephen F. Austin,Slnd,6.565,2.0,default HCA=2.0 (no True HF Edge in chart),113.40739348256803,103.42565544367889,65.7690872038278,0.7426018038681338,79,103,68,25,4
team-butler,Butler,BE,8.24,1.6140350877192984,from True HF Edge chart (2022-25),118.71318201700497,106.63438224621846,68.2224529666323,0.7745179129271306,65,56,115,15,13
team-creighton,Creighton,BE,6.523,2.8070175438596494,from True HF Edge chart (2022-25),116.5703784596808,106.84934258166643,67.10614944470753,0.7313272107794041,82,69,119,14,14
team-mississippi,Mississippi,SEC,6.047,2.0,default HCA=2.0 (no True HF Edge in chart),113.82186475640502,104.59274180598172,65.52229812488358,0.7256066669354629,86,98,83,11,16
team-georgetown,Georgetown,BE,6.084,0.8421052631578949,from True HF Edge chart (2022-25),114.21810195376624,105.0138492084693,66.10049811476324,0.7243618099589346,87,92,91,13,15
team-miami-oh,Miami OH,MAC,7.887,2.0,default HCA=2.0 (no True HF Edge in chart),118.35185597870415,107.09102161082838,70.03746927585318,0.7594749454522403,76,57,129,28,0
team-utah-valley,Utah Valley,WAC,6.627,3.543859649122808,from True HF Edge chart (2022-25),112.26069054993624,102.64566313812637,68.92196294351743,0.7368616033120959,80,121,57,20,7
team-northern-iowa,Northern Iowa,MVC,5.464,2.0,default HCA=2.0 (no True HF Edge in chart),107.1194436840473,98.29899203790944,61.941966746317924,0.7287329241528242,83,216,22,18,11
team-george-washington,George Washington,A10,8.116,2.1403508771929824,from True HF Edge chart (2022-25),119.99052513091738,108.29575424039575,69.3994958034074,0.7648198640935778,73,47,157,16,12
team-oregon,Oregon,B10,4.98,2.035087719298246,from True HF Edge chart (2022-25),112.70398761477338,105.10731519708185,65.56009880635213,0.6905097792363861,94,111,92,10,17
team-memphis,Memphis,Amer,3.92,1.0526315789473686,from True HF Edge chart (2022-25),107.16330209265071,101.51653049214963,69.42887297606221,0.650791564517951,109,214,43,12,15
team-florida-st,Florida St.,ACC,8.153,1.7543859649122808,from True HF Edge chart (2022-25),116.17998143553707,104.66442545685052,70.79657598863216,0.7685931926516996,72,76,86,14,14
team-mississippi-st,Mississippi St.,SEC,6.705,1.649122807017544,from True HF Edge chart (2022-25),114.11381334874781,104.3949475893604,68.98895217453816,0.7356874153480307,81,95,78,13,14
team-hawaii,Hawaii,BW,3.677,1.508771929824562,from True HF Edge chart (2022-25),105.94687627264673,100.66542540008166,69.62406132765467,0.6429192382768616,111,243,33,19,7
team-colorado,Colorado,B12,6.306,2.3508771929824563,from True HF Edge chart (2022-25),116.88162882957431,107.63178025281508,68.17352153210625,0.7207381557803529,88,66,142,15,12
team-liberty,Liberty,CUSA,4.622,2.210526315789474,from True HF Edge chart (2022-25),118.24825365369765,111.03478627293694,64.07905622964478,0.6734523238748951,104,59,210,23,4
team-mcneese-st,McNeese St.,Slnd,6.77,1.1929824561403513,from True HF Edge chart (2022-25),114.63416936948423,104.40787289492955,66.20006977956496,0.7454649635591944,77,88,79,24,5
team-wichita-st,Wichita St.,Amer,5.249,1.1228070175438598,from True HF Edge chart (2022-25),110.82221450334177,102.86293952894272,65.94962177268195,0.7020529462825035,93,143,61,18,10
team-notre-dame,Notre Dame,ACC,4.637,1.4035087719298247,from True HF Edge chart (2022-25),114.04027627951261,106.97109710913568,65.59943535687597,0.6761029427346011,102,96,127,12,16
team-illinois-st,Illinois St.,MVC,4.332,1.5789473684210529,from True HF Edge chart (2022-25),109.20906901380984,102.72142792613633,66.77630151910694,0.6691401674804989,106,166,59,18,11
team-davidson,Davidson,A10,4.421,1.298245614035088,from True HF Edge chart (2022-25),112.41859362410402,105.43546027342575,63.30325667651036,0.6764486764694172,101,115,99,16,11
team-yale,Yale,Ivy,5.836,3.0526315789473686,from True HF Edge chart (2022-25),121.13223958209568,112.16794745222512,65.10053064947886,0.7076884829874834,90,40,241,21,4
team-xavier,Xavier,BE,6.149,2.0701754385964914,from True HF Edge chart (2022-25),115.34835873014721,106.59130760094324,70.212682286862,0.7125866472102483,89,82,114,13,14
team-kansas-st,Kansas St.,B12,5.047,2.421052631578948,from True HF Edge chart (2022-25),113.48527254203852,106.47891771958584,72.0374255414512,0.6754303089231599,103,101,110,11,16
team-marquette,Marquette,BE,6.431,2.210526315789474,from True HF Edge chart (2022-25),113.29761143727802,103.98359271373486,69.05095197199388,0.7284014061439497,84,104,74,10,18
team-wyoming,Wyoming,MWC,4.729,2.385964912280702,from True HF Edge chart (2022-25),114.8415084884235,107.68672614162527,66.10016526842671,0.6769426334671454,100,85,143,15,13
team-florida-atlantic,Florida Atlantic,Amer,3.921,2.0,default HCA=2.0 (no True HF Edge in chart),111.05667019555416,105.4340794310898,69.74186010620052,0.6450793284720174,110,142,98,15,13
team-pacific,Pacific,WCC,4.563,0.2105263157894737,from True HF Edge chart (2022-25),111.73691913072554,104.64788500905806,64.36332013216833,0.6800013993759018,99,131,85,17,13
team-high-point,High Point,BSth,5.905,2.3508771929824563,from True HF Edge chart (2022-25),117.35224126240539,108.8644826993939,69.56909234883052,0.7033655539886761,92,62,167,26,4
team-depaul,DePaul,BE,4.615,1.1929824561403513,from True HF Edge chart (2022-25),108.65725277742268,101.67491591788216,66.09755266542936,0.6821792876478899,98,180,44,14,13
team-south-carolina,South Carolina,SEC,4.864,2.0,default HCA=2.0 (no True HF Edge in chart),112.30826574148927,104.99874224905805,66.54445693164824,0.6843724815568829,96,118,90,12,16
team-colorado-st,Colorado St.,MWC,5.403,1.8947368421052635,from True HF Edge chart (2022-25),119.22211851523434,110.55357348054498,62.333651005618414,0.7043528461378191,91,54,199,18,10
team-dayton,Dayton,A10,6.646,1.7543859649122808,from True HF Edge chart (2022-25),111.78432880285146,101.94058188699388,67.51018703998342,0.7427067046541672,78,127,46,19,9
team-george-mason,George Mason,A10,2.145,2.456140350877193,from True HF Edge chart (2022-25),110.68042505586011,107.3283668620077,64.00481167217988,0.5875075334867736,131,148,136,21,6
team-utah,Utah,B12,4.966,3.192982456140352,from True HF Edge chart (2022-25),114.75458331374554,107.32439080178494,66.84069976600775,0.6834794232377729,97,87,135,10,18
team-hofstra,Hofstra,CAA,4.838,2.24561403508772,from True HF Edge chart (2022-25),114.3411727614423,106.88861172051983,64.91412607422787,0.6846217073720963,95,90,121,19,10
team-san-francisco,San Francisco,WCC,1.966,1.859649122807018,from True HF Edge chart (2022-25),113.26191277389377,110.25619689887844,65.41538003062091,0.5767160076480493,132,107,193,15,15
team-pittsburgh,Pittsburgh,ACC,3.375,3.017543859649124,from True HF Edge chart (2022-25),111.78427662033315,106.49600651268369,63.81304061216403,0.6358343884077965,114,128,111,10,17
team-uc-irvine,UC Irvine,BW,3.377,2.0,default HCA=2.0 (no True HF Edge in chart),104.12150732811244,99.17890273555787,68.32808024658708,0.6362864507634046,113,263,29,18,10
team-wright-st,Wright St.,Horz,2.48,1.017543859649123,from True HF Edge chart (2022-25),113.2773515801841,109.54067333506617,66.37518559614516,0.5952587536044808,128,105,178,18,11
team-duquesne,Duquesne,A10,3.67,1.8947368421052635,from True HF Edge chart (2022-25),111.93891552793067,106.67520195263717,69.72794508443609,0.6350383096057534,115,123,117,16,11
team-sam-houston-st,Sam Houston St.,CUSA,4.338,1.9649122807017545,from True HF Edge chart (2022-25),114.26397568935627,108.078396613588,70.1249719877378,0.6547594800072806,108,91,153,19,8
team-uc-santa-barbara,UC Santa Barbara,BW,3.033,2.0,default HCA=2.0 (no True HF Edge in chart),116.76776933275708,112.0173044748711,63.84499109694889,0.6171899192939727,119,67,236,17,11
team-washington-st,Washington St.,WCC,3.428,3.1578947368421058,from True HF Edge chart (2022-25),116.44791169956193,111.3529573557185,67.28605804413351,0.6258607324552671,117,71,220,12,17
team-saint-josephs,Saint Joseph's,A10,3.315,2.0,default HCA=2.0 (no True HF Edge in chart),107.05242402386368,102.15244611821777,67.6585755632957,0.6315338047969169,116,218,49,17,10
team-murray-st,Murray St.,MVC,3.081,0.5964912280701756,from True HF Edge chart (2022-25),116.34086212489119,112.02261575859535,71.3569861854574,0.607060087774814,125,73,237,20,10
team-seattle,Seattle,WCC,4.208,2.105263157894737,from True HF Edge chart (2022-25),102.00881390115975,95.8235673837144,68.02959512750057,0.6724597774253084,105,302,15,17,12
team-cal-baptist,Cal Baptist,WAC,2.876,1.4385964912280702,from True HF Edge chart (2022-25),106.67268584919577,102.27491972540889,65.39783193094195,0.6187291376657192,118,224,53,19,8
team-unlv,UNLV,MWC,3.214,1.1578947368421055,from True HF Edge chart (2022-25),115.48864556295001,110.89877951154608,70.0253245112204,0.6145253590308473,122,81,205,14,13
team-st-thomas,St. Thomas,Sum,3.101,2.0,default HCA=2.0 (no True HF Edge in chart),114.9219870158629,110.41243768356283,68.77109752431382,0.6130980262225101,123,84,197,21,8
team-troy,Troy,SB,0.944,2.736842105263158,from True HF Edge chart (2022-25),111.778327186186,110.32869033528556,65.11688226933148,0.5374590229319641,146,130,195,19,11
team-north-dakota-st,North Dakota St.,Sum,3.649,2.0,default HCA=2.0 (no True HF Edge in chart),113.63160431500813,108.10944701292152,66.07740468012565,0.6394325188696248,112,100,154,23,6
team-ut-rio-grande-valley,UT Rio Grande Valley,Slnd,2.98,2.0,default HCA=2.0 (no True HF Edge in chart),111.82038422705415,107.35166875018038,66.67817236734719,0.6151502928318111,121,126,137,16,13
team-illinois-chicago,Illinois Chicago,MVC,4.125,2.0,default HCA=2.0 (no True HF Edge in chart),109.76926437114862,103.51575134950082,65.96737501732107,0.6625218894899875,107,161,69,17,13
team-penn-st,Penn St.,B10,1.973,2.6666666666666674,from True HF Edge chart (2022-25),115.28434179901643,112.35852896949294,67.42536831770128,0.5733731777508042,133,83,243,11,17
team-maryland,Maryland,B10,2.845,2.596491228070176,from True HF Edge chart (2022-25),112.3154977264838,108.03085368014817,66.40595446781008,0.6099952723566252,124,117,150,11,16
team-boston-college,Boston College,ACC,1.473,0.736842105263158,from True HF Edge chart (2022-25),104.90768136937163,102.65858889045909,65.5028104196415,0.5619862690103283,136,255,58,9,18
team-fresno-st,Fresno St.,MWC,2.961,1.6140350877192984,from True HF Edge chart (2022-25),108.31547807680036,103.97737248718235,68.24890987537792,0.6153978934861806,120,191,73,12,16
team-uc-san-diego,UC San Diego,BW,2.607,2.0,default HCA=2.0 (no True HF Edge in chart),107.57721944696556,103.71330967735057,67.46814326893396,0.6036393134815536,126,208,70,19,9
team-rhode-island,Rhode Island,A10,1.48,1.3684210526315792,from True HF Edge chart (2022-25),106.75458493172044,104.49660271590429,65.53864727496263,0.5611541578637892,137,223,81,15,12
team-georgia-tech,Georgia Tech,ACC,-0.31,1.4385964912280702,from True HF Edge chart (2022-25),107.09378639600644,107.5311837047947,70.91687451326818,0.4882838533363563,173,217,141,11,17
team-unc-wilmington,UNC Wilmington,CAA,2.282,2.0,default HCA=2.0 (no True HF Edge in chart),110.75257451309241,107.21626971990045,64.54434865014527,0.5922277464217407,129,144,131,24,4
team-temple,Temple,Amer,0.332,1.0526315789473686,from True HF Edge chart (2022-25),111.41707901833726,110.90533777813471,64.81332421274391,0.5132322700060566,159,138,207,15,12
team-montana-st,Montana St.,BSky,1.036,2.315789473684211,from True HF Edge chart (2022-25),109.90705067412121,108.33263496733338,65.82205403620571,0.5413872181581096,144,158,159,15,13
team-portland-st,Portland St.,BSky,0.917,2.0000000000000004,from True HF Edge chart (2022-25),103.5130300133812,102.1440826231018,66.95549023307277,0.5382005948106019,145,275,48,18,8
team-southern-illinois,Southern Illinois,MVC,2.165,2.0,default HCA=2.0 (no True HF Edge in chart),103.13906553796396,100.00769495409486,69.14971234039966,0.5877223476427449,130,286,31,14,15
team-uab,UAB,Amer,2.494,1.649122807017544,from True HF Edge chart (2022-25),108.9065977790856,105.29628072968674,69.0931513790044,0.5957274377022683,127,173,95,18,10
team-austin-peay,Austin Peay,ASun,1.57,1.7543859649122808,from True HF Edge chart (2022-25),108.54303213237763,106.2561331405388,68.65931460325342,0.5609166350930046,138,186,108,21,6
team-arkansas-st,Arkansas St.,SB,0.837,2.315789473684211,from True HF Edge chart (2022-25),111.21711681903747,110.05230607040957,71.8222134103334,0.5302326151651428,148,141,189,19,11
team-oakland,Oakland,Horz,-0.335,1.0877192982456143,from True HF Edge chart (2022-25),114.21693676940721,114.69611967636311,69.91692392694243,0.4879658518992837,175,93,284,15,14
team-william-and-mary,William & Mary,CAA,1.777,2.0,default HCA=2.0 (no True HF Edge in chart),111.52122722944061,109.07285011065855,72.56229873504238,0.5634775885493231,135,134,171,16,11
team-bradley,Bradley,MVC,1.835,3.754385964912281,from True HF Edge chart (2022-25),111.25511585144716,108.52464681244444,67.2184641612929,0.5709575214215802,134,140,163,19,11
team-montana,Montana,BSky,-0.181,2.0701754385964914,from True HF Edge chart (2022-25),107.58459940310121,107.84730129925104,68.92439618549139,0.49298879303940657,168,207,146,14,14
team-loyola-marymount,Loyola Marymount,WCC,1.063,2.0,default HCA=2.0 (no True HF Edge in chart),107.27791923880018,105.69914105800015,67.32556805068057,0.5425220096626001,143,212,103,14,15
team-kent-st,Kent St.,MAC,0.353,1.0877192982456143,from True HF Edge chart (2022-25),110.74934162297511,110.2492558160817,70.61403423291108,0.5130084508475392,160,146,192,21,7
team-middle-tennessee,Middle Tennessee,CUSA,0.671,2.0,default HCA=2.0 (no True HF Edge in chart),110.54922850536198,109.51565908497557,64.90230693005381,0.5269797487734168,151,150,177,13,14
team-bowling-green,Bowling Green,MAC,0.364,1.508771929824562,from True HF Edge chart (2022-25),106.23137045900086,105.69722599083006,68.05574591035531,0.5144882637329706,157,238,102,16,13
team-rutgers,Rutgers,B10,1.218,1.9649122807017545,from True HF Edge chart (2022-25),111.33751637266818,109.48119236585092,65.63629232985177,0.5481887743216205,140,139,176,11,17
team-northern-colorado,Northern Colorado,BSky,1.232,2.0,default HCA=2.0 (no True HF Edge in chart),112.32583809324477,110.52066848756346,68.27180347280131,0.5464446547540425,141,116,198,18,10
team-valparaiso,Valparaiso,MVC,1.121,1.473684210526316,from True HF Edge chart (2022-25),108.63482844497646,106.90725369623094,64.88931272461903,0.5459572890621035,142,181,123,16,13
team-east-tennessee-st,East Tennessee St.,SC,0.566,2.0,default HCA=2.0 (no True HF Edge in chart),109.48135444280265,108.62572690207597,66.11921191442104,0.5225419021550196,154,164,164,21,8
team-missouri-st,Missouri St.,CUSA,-1.246,1.1228070175438598,from True HF Edge chart (2022-25),108.37834665696322,110.2847772644693,65.34197537936095,0.45003425778913814,192,190,194,13,14
team-marist,Marist,MAAC,-1.034,1.2280701754385963,from True HF Edge chart (2022-25),100.60618028075791,102.1750201810687,65.90989202387651,0.4556305979448151,188,323,51,18,10
team-north-texas,North Texas,Amer,0.802,2.0,default HCA=2.0 (no True HF Edge in chart),103.39959668288105,102.15909036948659,64.67158935414635,0.5346449374841404,147,278,50,16,12
team-winthrop,Winthrop,BSth,0.357,1.3333333333333337,from True HF Edge chart (2022-25),112.19513739006283,111.6776917391887,68.92684863157572,0.5132870848779313,158,122,227,20,9
